class,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
POISONOUS,CONVEX,SMOOTH,PINK,NO,CREOSOTE,FREE,CLOSE,NARROW,PURPLE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
POISONOUS,FLAT,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,GRASSES
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,GRASSES
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
POISONOUS,CONVEX,SMOOTH,PINK,NO,CREOSOTE,FREE,CROWDED,NARROW,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SCATTERED,WOODS
POISONOUS,CONVEX,SCALY,GRAY,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,PATHS
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
EDIBLE,FLAT,FIBROUS,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
EDIBLE,CONVEX,FIBROUS,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,WOODS
EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
POISONOUS,CONVEX,FIBROUS,WHITE,NO,CREOSOTE,FREE,CLOSE,NARROW,BROWN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BUFF,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,GRASSES
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
POISONOUS,CONVEX,SMOOTH,WHITE,NO,CREOSOTE,FREE,CROWDED,NARROW,BROWN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
POISONOUS,CONVEX,SMOOTH,WHITE,NO,CREOSOTE,FREE,CLOSE,NARROW,BROWN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SCATTERED,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,WOODS
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,GRAY,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,GRAY,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,PATHS
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
POISONOUS,CONVEX,SCALY,GRAY,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,GRASSES
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,CREOSOTE,FREE,CROWDED,NARROW,PINK,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SCATTERED,WOODS
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,GRAY,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
EDIBLE,CONVEX,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
POISONOUS,CONVEX,SMOOTH,PINK,NO,CREOSOTE,FREE,CLOSE,NARROW,PINK,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SCATTERED,WOODS
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,GRASSES
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,GRAY,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
POISONOUS,CONVEX,SMOOTH,WHITE,NO,CREOSOTE,FREE,CROWDED,NARROW,PURPLE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,WHITE,NO,CREOSOTE,FREE,CROWDED,NARROW,BROWN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
EDIBLE,CONVEX,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,WHITE,NO,CREOSOTE,FREE,CROWDED,NARROW,BROWN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,WHITE,NO,CREOSOTE,FREE,CROWDED,NARROW,PURPLE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
POISONOUS,CONVEX,SMOOTH,GRAY,NO,CREOSOTE,FREE,CROWDED,NARROW,PINK,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SCATTERED,WOODS
EDIBLE,CONVEX,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,CREOSOTE,FREE,CLOSE,NARROW,PINK,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,WOODS
POISONOUS,CONVEX,SMOOTH,GRAY,NO,CREOSOTE,FREE,CLOSE,NARROW,BROWN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
EDIBLE,CONVEX,FIBROUS,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,PINK,NO,CREOSOTE,FREE,CLOSE,NARROW,PURPLE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SCATTERED,WOODS
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
POISONOUS,CONVEX,SMOOTH,PINK,NO,CREOSOTE,FREE,CLOSE,NARROW,BROWN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,CREOSOTE,FREE,CROWDED,NARROW,PINK,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SCATTERED,WOODS
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,CREOSOTE,FREE,CLOSE,NARROW,BROWN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SCATTERED,WOODS
POISONOUS,CONVEX,SMOOTH,GRAY,NO,CREOSOTE,FREE,CROWDED,NARROW,BROWN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,GRAY,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,CREOSOTE,FREE,CROWDED,NARROW,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SCATTERED,WOODS
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
POISONOUS,CONVEX,SMOOTH,WHITE,NO,CREOSOTE,FREE,CLOSE,NARROW,BROWN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SCATTERED,WOODS
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BUFF,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,WOODS
POISONOUS,FLAT,SCALY,GRAY,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,BUFF,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,GRASSES
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BUFF,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,GRASSES
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,GRASSES
POISONOUS,FLAT,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,PATHS
EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
EDIBLE,FLAT,FIBROUS,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,WHITE,NO,CREOSOTE,FREE,CLOSE,NARROW,PINK,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
EDIBLE,FLAT,FIBROUS,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,PATHS
POISONOUS,CONVEX,SCALY,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BUFF,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,WOODS
POISONOUS,FLAT,SCALY,GRAY,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,PATHS
POISONOUS,CONVEX,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,PINK,BUFF,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,GRASSES
POISONOUS,CONVEX,FIBROUS,WHITE,NO,CREOSOTE,FREE,CROWDED,NARROW,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
POISONOUS,CONVEX,SCALY,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,WOODS
POISONOUS,CONVEX,SCALY,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,WOODS
POISONOUS,CONVEX,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,PATHS
POISONOUS,FLAT,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,PINK,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,WOODS
POISONOUS,FLAT,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,WOODS
EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
POISONOUS,CONVEX,SCALY,GRAY,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,GRASSES
